ID,Name,Handle,TweetText,TweetCreateTime
1.28E+18,Anushka Sharma,AnushkaSharma,The cool breeze  the steady waves  some sand on my skin  the sun on back and salty hair  It was a good day  VOGUEIndia httpstcogP1MOWwHBP,10072020 1135
1.28E+18,Anushka Sharma,abza4x,AnushkaSharma VOGUEIndia Uffffff,11072020 0715
1.28E+18,Anushka Sharma,GuruWhale0,AnushkaSharma VOGUEIndia yeh kya pahnahe hum machli pakarte hai isse,10072020 1201
1.28E+18,Anushka Sharma,PramodK78264248,AnushkaSharma VOGUEIndia Easy for shopping time no,10072020 1517
1.28E+18,Anushka Sharma,inirmalsp,AnushkaSharma VOGUEIndia My Bhabhi u beauty ,10072020 1452
1.28E+18,Anushka Sharma,Biswa32795681,AnushkaSharma VOGUEIndia  kya he ye,10072020 1209
1.28E+18,Anushka Sharma,youwedouble,AnushkaSharma VOGUEIndia ,10072020 1540
1.28E+18,Anushka Sharma,Preeti54123590,AnushkaSharma VOGUEIndia Looking dashing love new look,10072020 1748
1.28E+18,Anushka Sharma,RockDeadSoul,AnushkaSharma VOGUEIndia ,10072020 1216
1.28E+18,Anushka Sharma,CrazyKathir007,AnushkaSharma VOGUEIndia Oh Yeah,10072020 1336
1.28E+18,Anushka Sharma,Undercoverrowan,AnushkaSharma VOGUEIndia Hinduphobic Vile Snake,10072020 1139
1.28E+18,Anushka Sharma,dmurukesh,AnushkaSharma VOGUEIndia Nice cute photo  Keep rocking,10072020 1206
1.28E+18,Anushka Sharma,NehaAlbeli1,AnushkaSharma VOGUEIndia Kaha ki cool breeze Aakar dekh kitni garmi and humidity hai Insaan maara ja raha hai Tumhe cool breeze lag rahi hai,10072020 1151
1.28E+18,Anushka Sharma,IjareSonali,AnushkaSharma VOGUEIndia ,10072020 1237
1.28E+18,Anushka Sharma,aarshg28,AnushkaSharma VOGUEIndia Sis you just keep getting more and more gorgeous everyday  httpstcoVXcuV5FwrT,10072020 1249
1.28E+18,Anushka Sharma,IamRahulG007,"AnushkaSharma VOGUEIndia For a good dayitna sab Kuch bol Diya
Now its a good day",10072020 1143
1.28E+18,Anushka Sharma,AmarUtd8,AnushkaSharma VOGUEIndia Super hot ,10072020 1656
1.28E+18,Anushka Sharma,TheincompleteM1,AnushkaSharma VOGUEIndia Wahiaad,10072020 1152
1.28E+18,Anushka Sharma,REALIK16,AnushkaSharma VOGUEIndia  Oh hahha aa ki bhrjayi lfafa,10072020 1143
1.28E+18,Anushka Sharma,shyamsundar21,AnushkaSharma VOGUEIndia Yuk,10072020 1142
1.28E+18,Anushka Sharma,KaluSeendhal,AnushkaSharma VOGUEIndia ,10072020 1326
1.28E+18,Anushka Sharma,TusharDwivediS,AnushkaSharma VOGUEIndia ab yehi reh gya hain dekhne ko,10072020 1136
1.28E+18,Anushka Sharma,samadsrk15,AnushkaSharma VOGUEIndia  AnushkaSharma,10072020 1136
1.28E+18,Anushka Sharma,Pushpen23230945,AnushkaSharma VOGUEIndia Ayeeeeeeee koliiiiiiiii,10072020 1151
1.28E+18,Anushka Sharma,kaushaldkd,AnushkaSharma VOGUEIndia Mask kaha hain   aur lockdown mei photoshoot huh ,10072020 1138
1.28E+18,Anushka Sharma,itsGenius,AnushkaSharma VOGUEIndia httpstcoPcFlrAhoUE,10072020 1138
1.28E+18,Anushka Sharma,AlokKumar22,AnushkaSharma VOGUEIndia                    ,11072020 0730
1.28E+18,Anushka Sharma,sanujlodhi,AnushkaSharma VOGUEIndia httpstcokO061Z7AV5,12072020 0920
1.28E+18,Anushka Sharma,DhamaalN,AnushkaSharma VOGUEIndia Beauty full india ki naari,10072020 1136
1.28E+18,Anushka Sharma,DhamaalN,AnushkaSharma VOGUEIndia Khubsurat Bharat ki nari,10072020 1137
1.28E+18,Anushka Sharma,SonalSh28332585,"AnushkaSharma VOGUEIndia Who is she  Well I dont knw Anyone who knw her Well whoever u re I dont find u cool 
CBIForSonOfBihar",10072020 1140
1.28E+18,Anushka Sharma,81888,AnushkaSharma VOGUEIndia she now full plastic,10072020 2013
1.28E+18,Anushka Sharma,Pavithr38767007,AnushkaSharma VOGUEIndia httpstcoiQczb7jUAS,10072020 1310
1.28E+18,Anushka Sharma,NoorMuh86332793,AnushkaSharma VOGUEIndia Love From Pakistan ,10072020 1959
1.28E+18,Anushka Sharma,jp06677,AnushkaSharma VOGUEIndia And this is some designer outfit ,11072020 0543
1.28E+18,Anushka Sharma,ppshahiBjp,AnushkaSharma VOGUEIndia ,10072020 1357
1.28E+18,Anushka Sharma,MizbaMukarram,AnushkaSharma VOGUEIndia Bachpan me machar se bachne k liye aisi hi jaali use karte the,10072020 1138
1.28E+18,Anushka Sharma,AshwathamaSays,AnushkaSharma VOGUEIndia Machhardani ultra pro max,10072020 1157
1.28E+18,Anushka Sharma,ImTapasSarkar,AnushkaSharma VOGUEIndia Lovely ,10072020 1136
1.28E+18,Anushka Sharma,ParbatSinghDe10,AnushkaSharma VOGUEIndia Virat ka name kharab mt kro,10072020 1302
1.28E+18,Anushka Sharma,Msm61401886,AnushkaSharma VOGUEIndia Lovely ,10072020 1203
1.28E+18,Anushka Sharma,Suhail8433,AnushkaSharma VOGUEIndia Love,10072020 1136
1.28E+18,Anushka Sharma,Uday01051996,AnushkaSharma VOGUEIndia ye kya hai,10072020 1140
1.28E+18,Anushka Sharma,Uday01051996,AnushkaSharma VOGUEIndia sb enjoy kr rhi hai ye bollywood gang but hmne bhi kasam khai sushant sir ko insaaf milega but ab tumhari koi movie nai chalegi sb flop hogi kuki hm ab movie ni dekhnege  BoycottBollywoodNepotism justiceforSushantforum CBIEnquiryForSSR BoycottKhans,10072020 1142
1.28E+18,Anushka Sharma,xpd02307,AnushkaSharma VOGUEIndia Tumlog bas ahi karo pisa pisa pisa,10072020 1208
1.28E+18,Anushka Sharma,JoySingh84,AnushkaSharma VOGUEIndia Slave of movie mafia,10072020 1258
1.28E+18,Anushka Sharma,AnilRaj47867154,AnushkaSharma VOGUEIndia Are mem kuchh sushant singh rajpoot sir ke liye bol dete,10072020 1701
1.28E+18,Anushka Sharma,ShahariyarAl,AnushkaSharma VOGUEIndia Shame on virushka,11072020 0043
1.28E+18,Anushka Sharma,AashnaJyoti,AnushkaSharma VOGUEIndia Beautiful ,11072020 1348
1.30E+18,Anushka Sharma,Vikasdubey9988,AnushkaSharma VOGUEIndia Awesome ,27082020 1028
1.37E+18,Anushka Sharma,riaztalukder04,AnushkaSharma VOGUEIndia Awesome ,17032021 1545
1.28E+18,Anushka Sharma,DigarseUpasna,AnushkaSharma VOGUEIndia ,10072020 1136
1.28E+18,Anushka Sharma,narinde58627153,AnushkaSharma VOGUEIndia Polio hua hai ,10072020 1219
1.28E+18,Anushka Sharma,ankushuppi1,AnushkaSharma VOGUEIndia Darling ,10072020 1138
1.28E+18,Anushka Sharma,Pushpen23230945,AnushkaSharma VOGUEIndia Get well soon Didi,10072020 1150
1.28E+18,Anushka Sharma,Mahii001,AnushkaSharma VOGUEIndia BC ye kya bakwas hai,10072020 1244
1.28E+18,Anushka Sharma,sahhilrocks,AnushkaSharma VOGUEIndia Nice Net ,11072020 0415
1.28E+18,Anushka Sharma,kpandit76,AnushkaSharma VOGUEIndia u r my fav sharmaji keep rocking,10072020 1821
1.28E+18,Anushka Sharma,fahadlicious,AnushkaSharma VOGUEIndia ,11072020 0101
1.28E+18,Anushka Sharma,fahadlicious,AnushkaSharma VOGUEIndia ,11072020 0101
1.28E+18,Anushka Sharma,anshroger007,AnushkaSharma VOGUEIndia My Father used to like u as an actor Seems U have lost your path being a producer,10072020 1207
1.28E+18,Anushka Sharma,ekon7095,AnushkaSharma VOGUEIndia Awesome,10072020 1702
1.29E+18,Anushka Sharma,Abhinav07183289,AnushkaSharma VOGUEIndia Great going anushka First actress who does not need a make up to look beautiful on screen You are naturally beautiful U n Virat compliment each other Cheersgod bless u both,08082020 1655
1.28E+18,Anushka Sharma,Amirkha73065997,AnushkaSharma VOGUEIndia anushkasharma please please reply me because Im big fan of you from Afghanistan  please just reply me love you from Afghanistan,10072020 1440
1.28E+18,Anushka Sharma,BottaPraveenku1,AnushkaSharma VOGUEIndia Love you mam,10072020 1136
1.28E+18,Anushka Sharma,sourav172,AnushkaSharma VOGUEIndia sohamspeak promit5500 ki6u mone pr6e ,10072020 1219
1.28E+18,Anushka Sharma,Pooja89826236,"AnushkaSharma VOGUEIndia Uy u cant say for sushant singh rajput
If he is ur real bro then only u r silent in the same way
 
 Tell me",10072020 1137
1.28E+18,Anushka Sharma,yashrajchauhaan,AnushkaSharma VOGUEIndia Bss tm kr bhi itna hi skti ho,10072020 1137
1.28E+18,Anushka Sharma,ArpitaShukla,AnushkaSharma VOGUEIndia Awesomeness ,10072020 1902
1.28E+18,Anushka Sharma,JayantM33977995,AnushkaSharma VOGUEIndia Worst,10072020 1510
1.28E+18,Anushka Sharma,WaseemSultankh5,"AnushkaSharma VOGUEIndia So cute love you  anushka mam 
I am your big fan",10072020 1905
1.28E+18,Anushka Sharma,andurthi,AnushkaSharma VOGUEIndia super pic ,10072020 1136
1.28E+18,Anushka Sharma,Stefan73463455,AnushkaSharma VOGUEIndia Have fun and relax time,10072020 1150
1.28E+18,Anushka Sharma,MDHabib05556768,AnushkaSharma VOGUEIndia awesome,10072020 1153
1.28E+18,Anushka Sharma,Naved00616281,AnushkaSharma VOGUEIndia Gorgeous,10072020 1201
1.28E+18,Anushka Sharma,BandaruSureshB4,AnushkaSharma VOGUEIndia  ,10072020 1222
1.28E+18,Anushka Sharma,ShantoK48762374,AnushkaSharma VOGUEIndia Beautiful shot ,10072020 1348
1.28E+18,Anushka Sharma,mrfaizanmalik6,AnushkaSharma VOGUEIndia Osm,10072020 1522
1.69E+18,Anushka Sharma,sounik92,AnushkaSharma VOGUEIndia Looks adrorable,05082023 1420
1.28E+18,Anushka Sharma,vForVarshaaa,AnushkaSharma VOGUEIndia ,10072020 1237
1.28E+18,Anushka Sharma,DeepteshH,AnushkaSharma VOGUEIndia ,10072020 1506
1.28E+18,Anushka Sharma,rajanindi,"AnushkaSharma VOGUEIndia httpstcoL30ZAGnxkV
sexy dada ji roast",10072020 1519
1.28E+18,Anushka Sharma,DeadMan73711767,"AnushkaSharma VOGUEIndia Ur a Married woman Do u need this Kind Photo Shoot 
No sister Dont Do This kind this",10072020 1520
1.28E+18,Anushka Sharma,Ishusah09684535,AnushkaSharma VOGUEIndia Bharat Desh ki itne bade cricketer ki wife hokar is tarah ke kapdo me  social media par photo share karna kya jaruri hai ganv ganv ke bacchebudhe Virat ke fan hai unhone tumko aise dekha to kya bolenge wo Virat ke bare me kuch socha haichhi,10072020 1313
1.28E+18,Anushka Sharma,DhirajMarshainy,"AnushkaSharma VOGUEIndia AUR MAFIA GANG se kaam
MILGYA
MAT BOLNA KUCH V
NAHI TOH ISS BOLLYWOOD INDUSTRY MAIN KOI KAM NAHI DEGA

BHAI KA CHALTHA HAIN BOLLYWOOD INDUSTRY MAIN
SPEAK UP SUSHANT SINGH RAJPUT KE BARE MAIN",10072020 1142
1.36E+18,Anushka Sharma,snehaji5,AnushkaSharma VOGUEIndia thats amazing ,01022021 2003
1.28E+18,Anushka Sharma,TumharaAbhishek,AnushkaSharma VOGUEIndia Fox in the net,10072020 1522
1.28E+18,Anushka Sharma,Ashish515,AnushkaSharma VOGUEIndia ,10072020 1136
1.28E+18,Anushka Sharma,rishij00,AnushkaSharma VOGUEIndia        ,10072020 1146
1.28E+18,Anushka Sharma,PankajK00114222,AnushkaSharma VOGUEIndia ,10072020 1444
1.28E+18,Anushka Sharma,rp1ujjwalwalker,AnushkaSharma VOGUEIndia AnushkaSharma are you going to beach  in your imagination ,10072020 1159
1.28E+18,Anushka Sharma,ManasBhowmick,AnushkaSharma VOGUEIndia The most gentle and beautiful women in world ,10072020 1407
1.28E+18,Anushka Sharma,sanssinging,AnushkaSharma VOGUEIndia Justice for Sushant,10072020 1420
1.28E+18,Anushka Sharma,sanssinging,AnushkaSharma VOGUEIndia Why cant you say something about Sushant  you even worked with him  why are you so money minded  who are you scared of ,10072020 1422
1.28E+18,Anushka Sharma,SlimxTupac,AnushkaSharma VOGUEIndia QuotedResponse,10072020 2325
1.28E+18,Anushka Sharma,priyeahhh,AnushkaSharma VOGUEIndia Loveee  ,10072020 1142
1.28E+18,Anushka Sharma,unexpectedguy05,AnushkaSharma VOGUEIndia ,10072020 1320
1.28E+18,Anushka Sharma,NehaMalo5,AnushkaSharma VOGUEIndia ,10072020 1137
1.28E+18,Anushka Sharma,shubhamAKH,AnushkaSharma VOGUEIndia The humid breeze  the random waves  some mud on my leg  no sun on the back and sticky hair  It is a rainy day  rainlove j4f,10072020 1621
1.28E+18,Anushka Sharma,Arun10817,AnushkaSharma VOGUEIndia       ,10072020 1331
1.28E+18,Anushka Sharma,tahirnazirJI,AnushkaSharma VOGUEIndia     ,10072020 1300
1.33E+18,Anushka Sharma,SinghHarjnder,AnushkaSharma VOGUEIndia Farmers  DelhiChalo  DilliChalo   FarmersDilliChalo DelhiChalo GodiMedia bbcnews,02122020 1806
1.46E+18,Anushka Sharma,zatevaibhav,AnushkaSharma VOGUEIndia Wow,13112021 1247
1.31E+18,Anushka Sharma,Sobiajasmeen1,AnushkaSharma VOGUEIndia Beautifull,24092020 2350
1.31E+18,Anushka Sharma,Anandrocks28,AnushkaSharma VOGUEIndia Nice legs costume hair amp styling ,30092020 1713
1.36E+18,Anushka Sharma,RahulPa40916479,AnushkaSharma VOGUEIndia Lovely,05022021 1036
1.39E+18,Anushka Sharma,ShivamV47792422,AnushkaSharma VOGUEIndia httpstcoYJMxrzUT2O,28042021 1035
1.28E+18,Anushka Sharma,Khadri84285200,AnushkaSharma VOGUEIndia Super,10072020 1137
1.28E+18,Anushka Sharma,06Smruti,AnushkaSharma VOGUEIndia Strong woman of the army family,10072020 1153
1.28E+18,Anushka Sharma,soumyabishi,AnushkaSharma VOGUEIndia Ab ise pe insta snapchat bana do,10072020 1245
1.28E+18,Anushka Sharma,theakshain,AnushkaSharma VOGUEIndia Hot,10072020 1309
1.30E+18,Anushka Sharma,laksya18,AnushkaSharma VOGUEIndia my favourite actress is anuska sharma you are very hot and sexy in all dress,21082020 1506
1.28E+18,Anushka Sharma,ImKaju4,AnushkaSharma VOGUEIndia Beautiful ,10072020 1157
1.28E+18,Anushka Sharma,AbhirajRaghu3,AnushkaSharma VOGUEIndia ,10072020 1209
1.30E+18,Anushka Sharma,BABLUKU00508433,AnushkaSharma VOGUEIndia                ,27082020 1659
1.43E+18,Anushka Sharma,AryaAnk71541211,AnushkaSharma VOGUEIndia V,19082021 0844
1.28E+18,Anushka Sharma,anupinit,AnushkaSharma VOGUEIndia Bhabhiji ,10072020 1137
1.28E+18,Anushka Sharma,hmvirat,AnushkaSharma VOGUEIndia Gorgeous ,10072020 1240
1.28E+18,Anushka Sharma,AnujaLipsa,AnushkaSharma VOGUEIndia Wow  u absolute gorgeous human ,10072020 1137
1.28E+18,Anushka Sharma,KumarShivam18,AnushkaSharma VOGUEIndia Isme machar nahi katenge ,10072020 1218
1.30E+18,Anushka Sharma,Priyu93248669,AnushkaSharma VOGUEIndia tu y piks click kra kr hi paisa kama trko ab koi b movies m nhi dkhna chtaanushkaauntybhen of swara bhaskar,22082020 0825
1.28E+18,Anushka Sharma,Lavina1499,AnushkaSharma VOGUEIndia httpstcoPOwg0VwdS4,10072020 1406
1.28E+18,Anushka Sharma,JoyKane,AnushkaSharma VOGUEIndia  httpstcokk7rr2Ibge,10072020 1316
1.28E+18,Anushka Sharma,ambreensania,AnushkaSharma VOGUEIndia Uff gorgeous,10072020 1136
1.28E+18,Anushka Sharma,RahulThakur017,AnushkaSharma VOGUEIndia       ,10072020 1143
1.28E+18,Anushka Sharma,kohlifangurl,AnushkaSharma VOGUEIndia hottie ,10072020 1137
1.28E+18,Anushka Sharma,sundaymonday792,AnushkaSharma VOGUEIndia Damn sexy curves,10072020 1443
1.28E+18,Anushka Sharma,DilBechara7,AnushkaSharma VOGUEIndia Bollywood ko Boycott Karan hai  ok koibi like nehi karega unko SCOrderCBIForSSR  boycottbollywood,10072020 1305
1.28E+18,Anushka Sharma,TeamRakul10,AnushkaSharma VOGUEIndia AnushkaSharma ViratKohli FridayFeeling  httpstcopqCOmWrF2I,10072020 1137
1.28E+18,Anushka Sharma,SohelTohit,AnushkaSharma VOGUEIndia Sexy,10072020 1523
1.28E+18,Anushka Sharma,HasnatRifat5,"AnushkaSharma VOGUEIndia I am experienched in Dataentry VirtualAssistant DataMining DataScraping CopyPaste job
You Can Hire Me At fiverr httpstcopAspMG15OT",10072020 1208
1.28E+18,Anushka Sharma,Vikas70012877,AnushkaSharma VOGUEIndia httpstcoX3g50oGzwI,10072020 1530
1.40E+18,Anushka Sharma,megha1997,rawalpindiexpr AnushkaSharma VOGUEIndia How are ALL THE PEOPLE like you A grade rascals,14062021 2009
1.34E+18,Anushka Sharma,MUFASIR26482138,AnushkaSharma VOGUEIndia httpstcoL8p05SXgoG,20122020 1259
1.29E+18,Anushka Sharma,CwaSach,AnushkaSharma VOGUEIndia One movie wonder aunty,12082020 1452
1.29E+18,Anushka Sharma,rajeevnetram,AnushkaSharma VOGUEIndia Wow,26072020 1725
1.29E+18,Anushka Sharma,FaizaMubasshira,AnushkaSharma VOGUEIndia AnushkaSharma,22072020 0122
1.28E+18,Anushka Sharma,Abhishe03835982,AnushkaSharma VOGUEIndia Beautiful ,13072020 1140
1.28E+18,Anushka Sharma,hajarisainisai2,AnushkaSharma VOGUEIndia Very nice  ,13072020 0633
1.28E+18,Anushka Sharma,Ramsing25865399,AnushkaSharma VOGUEIndia Lovely,12072020 2106
1.28E+18,Anushka Sharma,KedarShastri6,"AnushkaSharma VOGUEIndia  World Famous No1    ONLINE GOLD MEDALIST                kedar  Aghori baba ji 
Solve ALL Your Problem Solution By One Call To
  91 7976036210 kedar Aghori baba ji 
1 Love vashikaran specialist 
2 Husband wife problem solution
3 Financial problems specialist",12072020 1443
1.28E+18,Anushka Sharma,Bhaskar41621368,AnushkaSharma VOGUEIndia looking hot,12072020 0904
1.28E+18,Anushka Sharma,Deepans53783570,"rawalpindiexpr AnushkaSharma VOGUEIndia Tune apni jindagi m kutiya k alawa kisi or ko nhi dekha 
Tere ko tere ghr k sare log bhi kutiya hi dikhte honge",12072020 0829
1.28E+18,Anushka Sharma,bipinroy,Pooja89826236 AnushkaSharma VOGUEIndia ,12072020 0019
1.28E+18,Anushka Sharma,SantoshMantur19,AnushkaSharma VOGUEIndia Sooo cool,11072020 2327
1.28E+18,Anushka Sharma,Narinde70161122,AnushkaSharma VOGUEIndia Awesome ,11072020 2322
1.28E+18,Anushka Sharma,GSMALHOTRA4,AnushkaSharma VOGUEIndia Osam,11072020 2158
1.28E+18,Anushka Sharma,ilovejaunbhai,AnushkaSharma VOGUEIndia Good,11072020 1203
1.28E+18,Anushka Sharma,dasjoyita98,AnushkaSharma VOGUEIndia looking good Mrs Kohli,11072020 1111
1.28E+18,Anushka Sharma,PRiyalGuptaa,AnushkaSharma VOGUEIndia ,11072020 1024
1.28E+18,Anushka Sharma,TamulyBandana,tusharbjym AnushkaSharma VOGUEIndia ,11072020 1024
1.28E+18,Anushka Sharma,RohitUp94829041,"AnushkaSharma VOGUEIndia So beautiful 
So cute 
So sweet 
So wonderful 
Good morning madam ji
",11072020 0908
1.28E+18,Anushka Sharma,rsthana010,"AnushkaSharma VOGUEIndia Watch my beautiful village videoand like Share comment and subscribe my channel on YouTube

httpstcokTcfq8FvRp",11072020 0654
1.28E+18,Anushka Sharma,Subhran66261809,AnushkaSharma VOGUEIndia Ok hey,11072020 0436
1.28E+18,Anushka Sharma,satyenr22027012,AnushkaSharma VOGUEIndia bikini vedeo doo pls,11072020 0412
1.28E+18,Anushka Sharma,DeAnirvan,AnushkaSharma VOGUEIndia Readers Read all remarkscomments All that justice for Sushant ka nara laga rahey hain app sub so let me ask you allthere were so many people who suffered before Late Mr Sushant Singh so why for him only and what contribution yall made other than vilifying her or others,11072020 0258
1.28E+18,Anushka Sharma,KharcheKavita,AnushkaSharma VOGUEIndia CBI for sushant,10072020 2329
1.28E+18,Anushka Sharma,RaviSin16626209,AnushkaSharma VOGUEIndia Very BeautyFull,10072020 2316
1.28E+18,Anushka Sharma,MAyoubbharwana,AnushkaSharma VOGUEIndia Beautiful,10072020 2306
1.28E+18,Anushka Sharma,Aafiya07826615,AnushkaSharma VOGUEIndia Nyc didu,10072020 2206
1.28E+18,Anushka Sharma,Nemis01754565,SonalSh28332585 AnushkaSharma VOGUEIndia Yes she is Anushka kutiya,10072020 2142
1.28E+18,Anushka Sharma,YajushiD,AnushkaSharma VOGUEIndia These pictures are lit ,10072020 2054
1.28E+18,Anushka Sharma,aryan00ark47,AnushkaSharma VOGUEIndia Your personality is so different beautiful figure than other heroins a leave Kangana Ranaut,10072020 2007
1.28E+18,Anushka Sharma,DnyaneshwariR10,AnushkaSharma VOGUEIndia ,10072020 1919
1.28E+18,Anushka Sharma,PayalKh45519732,AnushkaSharma VOGUEIndia Awesome,10072020 1839
1.28E+18,Anushka Sharma,GaneshM37429261,AnushkaSharma VOGUEIndia ,10072020 1833
1.28E+18,Anushka Sharma,vip211796,"AnushkaSharma VOGUEIndia The suddenness
The sheer suddenness
The unexpected move 
The unprecedented move 
The unpredictable move",10072020 1819
1.28E+18,Anushka Sharma,MahroshFatima16,"AnushkaSharma VOGUEIndia JusticeforSushantSingRajput 
CBIForSonOfBihar 
BoycottBollywoodNepotism",10072020 1632
1.28E+18,Anushka Sharma,SoumyaG74610767,"AnushkaSharma VOGUEIndia httpstcoV0N2EiVJ7y
Watch and share",10072020 1630
1.28E+18,Anushka Sharma,itzshylesh,AnushkaSharma VOGUEIndia  Virat kohli httpstcoabsZKYBdgx,10072020 1517
1.28E+18,Anushka Sharma,Aaina4U,JoySingh84 Pooja89826236 AnushkaSharma VOGUEIndia Abey Jaahilo kab tak Sushant Sushant karke uss ladke ko controversy mein ghaseete rahoge Maana lockdown hai par koi toh kaam dhandha hoga tum logo ke paas Ya celebrities ko tangh karte rahoge social media ki bheed mein chhip kar,10072020 1501
1.28E+18,Anushka Sharma,Pinku05558660,AnushkaSharma VOGUEIndia Aplogo k pas heart nahi hai kya itna kya darna Sach k sath khare hone k liye Sirf himmat chahiye nahi to slave banke jine ka kya faida Sushant k CBI janch k liye bologe to kya hoga Kam to apne talent se milega CBIForSonOfBihar JusticeForSushant,10072020 1501
1.28E+18,Anushka Sharma,Biswa32795681,Ishusah09684535 AnushkaSharma VOGUEIndia  koi to he jo majak bana raha he,10072020 1457
1.28E+18,Anushka Sharma,mansibalapuria,BokoMaharaj Bokomaharaj you are so funny,10072020 1409
1.28E+18,Anushka Sharma,BaruahShekhar,AnushkaSharma VOGUEIndia Bhabi ji bhabi ji sweet bhabij jiii,10072020 1340
1.28E+18,Anushka Sharma,DINESHS06201409,AnushkaSharma   fan           target karte huye kuch web series bana rahi h wo mughe acha nhi lag raha,10072020 1336
1.28E+18,Anushka Sharma,Aasima123,AnushkaSharma VOGUEIndia HELP ME ANUSHKA PLZ HELP ME httpstcoSx15MuojzL,10072020 1323
1.28E+18,Anushka Sharma,Ishusah09684535,EvaRahman AnushkaSharma VOGUEIndia ,10072020 1322
1.28E+18,Anushka Sharma,Ishusah09684535,Biswa32795681 AnushkaSharma VOGUEIndia Virat Kohli ka majak sare Bharat Desh ke samne,10072020 1319
1.28E+18,Anushka Sharma,Farakh2002,MizbaMukarram AnushkaSharma VOGUEIndia fasion hai ye ab,10072020 1315
1.28E+18,Anushka Sharma,Ishusah09684535,SonalSh28332585 AnushkaSharma VOGUEIndia Virat Kohli ka majak Bana diya bas,10072020 1315
1.28E+18,Anushka Sharma,JoySingh84,Pooja89826236 AnushkaSharma VOGUEIndia She is slave of movie mafia She lick their shoes and show herself so called word nowadays intellectual,10072020 1259
1.28E+18,Anushka Sharma,priyakumarbh,AnushkaSharma VOGUEIndia Kha se late ho aise kapre yr jo tum khud ghar me 4 logo k samne nae pehenne hoge but magazine cover p hai to provoke innocent public,10072020 1244
1.28E+18,Anushka Sharma,GenganF,AnushkaSharma VOGUEIndia Gorgeous ,10072020 1241
1.28E+18,Anushka Sharma,imLohithSowrya,AnushkaSharma VOGUEIndia imVkohli ur very lucky bro for loving anushka,10072020 1225
1.28E+18,Anushka Sharma,sohamspeak,sourav172 AnushkaSharma VOGUEIndia promit5500 Srabanti didi,10072020 1222
1.28E+18,Anushka Sharma,DurganshDixit,AnushkaSharma VOGUEIndia Exclusive Mosquito repellent dress ,10072020 1220
1.28E+18,Anushka Sharma,Anil89426019,"AnushkaSharma VOGUEIndia Anushka whats your stand 
About sushant Case SushantInOurHeartsForever",10072020 1219
1.28E+18,Anushka Sharma,bhavsarJ20,bobbygasm Nahi degi ,10072020 1219
1.28E+18,Anushka Sharma,AnkitMi48937662,AnushkaSharma VOGUEIndia nangi ho jati aur achhi lagti suar kahi ki tum ek porn actress se jyada badhkar ho tum sab bollywood se lakh guna achhe south indian wale hote hai  shame on you witch,10072020 1213
1.28E+18,Anushka Sharma,nusratdiana,AnushkaSharma VOGUEIndia Amazing,10072020 1158
1.28E+18,Anushka Sharma,Yaassx,AnushkaSharma VOGUEIndia ,10072020 1151
1.28E+18,Anushka Sharma,Viratinheart,AnushkaSharma VOGUEIndia ,10072020 1141
1.28E+18,Anushka Sharma,PrinuTapadiya,AnushkaSharma VOGUEIndia Hii Anuskha Didi,10072020 1136
1.28E+18,Anushka Sharma,AnushkaSharma,In the end  its only a game of light and shadow  VOGUEIndia AnaitaAdajania httpstcoi49GkECrCK,11072020 1133
1.28E+18,Anushka Sharma,abza4x,AnushkaSharma VOGUEIndia AnaitaAdajania Omg ,12072020 0725
1.28E+18,Anushka Sharma,dayanandganesh,AnushkaSharma VOGUEIndia AnaitaAdajania Netted picthe sun shine the chair the skirtall,11072020 1355
1.28E+18,Anushka Sharma,AnkushK60974550,"AnushkaSharma VOGUEIndia AnaitaAdajania AnushkaSharmaAnushkaSharma
SaturdayMotivation SaturdayThought 
WowHow Sweet 
You are So Cute 
Wow you look So Pretty 
LovelyGORGEOUSFabulous
Love u So much Anushka httpstcoeIAy2K9SOg",11072020 2226
1.28E+18,Anushka Sharma,Preeti54123590,AnushkaSharma VOGUEIndia AnaitaAdajania Looking dashing love new look,11072020 1808
1.28E+18,Anushka Sharma,ManojJo80248441,AnushkaSharma VOGUEIndia AnaitaAdajania Aur Hindu ka mjaak bnane wali aurat,11072020 1159
1.28E+18,Anushka Sharma,sanjitz74629,AnushkaSharma VOGUEIndia AnaitaAdajania JISTICE4SSR DONT YOU GUYS WANT JUSTICE FOR SUSHANT SINGH RAJPUT ,11072020 1311
1.28E+18,Anushka Sharma,manisharajput55,AnushkaSharma VOGUEIndia AnaitaAdajania Ye jo phna h wo bhi khol dena tha,11072020 1506
1.28E+18,Anushka Sharma,itzmeav,AnushkaSharma VOGUEIndia AnaitaAdajania Dark effect ,11072020 2236
1.28E+18,Anushka Sharma,ashutos20021538,AnushkaSharma VOGUEIndia AnaitaAdajania Bakwaas lagri savitri ,11072020 1145
1.28E+18,Anushka Sharma,cadheerajsoni,AnushkaSharma VOGUEIndia AnaitaAdajania Its not only game of light and shadow Its about Glamour  light amp shadow,12072020 1053
1.28E+18,Anushka Sharma,babibangaru,AnushkaSharma VOGUEIndia AnaitaAdajania Awesome httpstcoBQf0Hbx7GE,11072020 1934
1.28E+18,Anushka Sharma,Aimalsurooj,AnushkaSharma VOGUEIndia AnaitaAdajania ,11072020 1411
